start city,stop city,distance
Belm,Tripoli,7449.464524094851
Belm,Venice,7862.252322969572
Belm,Veracruz,5690.486796718064
Belm,Vienna,8263.837723283512
Belm,Vladivostok,15369.648987977002
Belm,Warsaw,8731.66367359172
Belm,Wellington,13629.708953182238
Belm,Zrich,7681.037821851617
Belfast,Aberdeen,425.7702561822461
Belfast,Adelaide,16470.268299624215
Belfast,Algiers,2093.3051127989834
Belfast,Amsterdam,711.3897403222484
Belfast,Ankara,3273.189574697694
Belfast,Asuncin,10135.723266522118
Belfast,Athens,2881.338108864945
Belfast,Auckland,18035.91730992764
Belfast,Bangkok,9792.579471913456
Belfast,Barcelona,1589.6954446453337
Belfast,Beijing,8196.87699175406
Belfast,Belm,7320.807708162741
Belfast,Belfast,0.0
Belfast,Belgrade,2150.557852459454
Belfast,Berlin,1266.3962150769828
Belfast,Birmingham,355.74617459100534
Belfast,Bogot,8246.668960220213
Belfast,Bombay,7535.025073825132
Belfast,Bordeaux,1160.854548218293
Belfast,Bremen,923.5287331580835
Belfast,Brisbane,16572.930906318623
Belfast,Bristol,405.70748264616196
Belfast,Brussels,788.2590221429225
Belfast,Bucharest,2566.0489299709743
Belfast,Budapest,1914.6830745141392
Belfast,Buenos Aires,11079.318873656157
Belfast,Cairo,3970.0228263286176
Belfast,Calcutta,8246.927397643794
Belfast,Canton,9561.27118111229
Belfast,Cape Town,10042.063837894051
Belfast,Caracas,7267.11057143851
Belfast,Cayenne,6946.3499935107975
Belfast,Chihuahua,8142.684972562954
Belfast,Chongqing,8658.685171044124
Belfast,Copenhagen,1147.7691615745566
Belfast,Crdoba,11048.849230508406
Belfast,Dakar,4561.31791375432
Belfast,Darwin,13975.918402881838
Belfast,Djibouti,6412.367839613073
Belfast,Dublin,135.79066556880468
Belfast,Durban,9953.383263435482
Belfast,Edinburgh,204.69252373273542
Belfast,Frankfurt,1027.3105405073723
Belfast,Georgetown,7086.038939173241
Belfast,Glasgow,154.6419608688932
Belfast,Guatemala City,8378.23941700785
Belfast,Guayaquil,9175.469547422872
Belfast,Hamburg,1038.3265007834596
Belfast,Hammerfest,2278.1150017229857
Belfast,Havana,7029.636584949335
Belfast,Helsinki,1926.2857489105743
Belfast,Hobart,17640.717385578464
Belfast,Hong Kong,9754.932322177707
Belfast,Iquique,10325.233586520886
Belfast,Irkutsk,6505.710104271404
Belfast,Jakarta,11982.969585846382
Belfast,Johannesburg,9525.86286772932
Belfast,Kingston,7198.651570463311
Belfast,Kinshasa,6789.899969454285
Belfast,Kuala Lumpur,10750.883707795201
Belfast,La Paz,9825.10200125029
Belfast,Leeds,297.22669724843155
Belfast,Lima,9943.796576564984
Belfast,Lisbon,1802.0223056140135
Belfast,Liverpool,209.235586199856
Belfast,London,480.02722152370745
Belfast,Lyons,1223.6827054441385
Belfast,Madrid,1577.5377687213754
Belfast,Manchester,253.46322286113033
Belfast,Manila,10850.000159087265
Belfast,Marseilles,1467.9161763408013
Belfast,Mazatln,8598.56461628093
Belfast,Mecca,5255.077185473755
Belfast,Melbourne,17080.920368095143
Belfast,Mexico City,8542.112805020326
Belfast,Milan,1454.5538106817628
Belfast,Montevideo,11007.110008880916
Belfast,Moscow,2703.2161510569113
Belfast,Munich,1318.1079403825224
Belfast,Nagasaki,9447.870676223516
Belfast,Nagoya,9366.553012611957
Belfast,Nairobi,7288.063224231255
Belfast,Nanjing (Nanking),8997.393687673413
Belfast,Naples,2125.6550427579696
Belfast,New Delhi,7026.835539201683
Belfast,Newcastle-on-Tyne,271.76853645683013
Belfast,Odessa,2678.8182086419265
Belfast,Osaka,9467.683324047697
Belfast,Oslo,1124.1564923381495
Belfast,Panama City,8186.430483276985
Belfast,Paramaribo,7013.642649847563
Belfast,Paris,846.8451424763518
Belfast,Perth,14791.445329523296
Belfast,Plymouth,463.88707350504285
Belfast,Port Moresby,14474.853850191308
Belfast,Prague,1405.7917707083766
Belfast,Rangoon,9251.044731862527
Belfast,Reykjavk,1429.7055814504724
Belfast,Rio de Janeiro,9279.588901612271
Belfast,Rome,1938.5964520838168
Belfast,Salvador,8057.627529855017
Belfast,Santiago,11550.949824672254
Belfast,St. Petersburg,2212.9097656957597
Belfast,So Paulo,9476.839465855905
Belfast,Shanghai,9239.236559938885
Belfast,Singapore,11128.54619280697
Belfast,Sofia,2480.760329901295
Belfast,Stockholm,1539.1522738110068
Belfast,Sydney,17112.221922650806
Belfast,Tananarive,9529.62753904444
Belfast,Teheran,4797.308612777298
Belfast,Tokyo,9488.699915015535
Belfast,Tripoli,2835.7803963814413
Belfast,Venice,1620.5373027481646
Belfast,Veracruz,8329.340253801985
Belfast,Vienna,1656.8702384610601
Belfast,Vladivostok,8456.52255840547
Belfast,Warsaw,1773.896446115161
Belfast,Wellington,18553.134505064725
Belfast,Zrich,1255.316446065072
Belgrade,Aberdeen,2178.0461368171445
Belgrade,Adelaide,14721.680472711008
Belgrade,Algiers,1709.6860115345937
Belgrade,Amsterdam,1442.290439381312
Belgrade,Ankara,1150.0063075702801
Belgrade,Asuncin,11039.368341862462
Belgrade,Athens,814.6528757057085
Belgrade,Auckland,17672.49997610208
Belgrade,Bangkok,8177.210453898798
Belgrade,Barcelona,1463.2234887406078
Belgrade,Beijing,7459.784136194184
Belgrade,Belm,8437.739299001993
Belgrade,Belfast,2150.557852459454
Belgrade,Belgrade,0.0
Belgrade,Berlin,1009.5261055624042
Belgrade,Birmingham,1820.02020726155
Belgrade,Bogot,10027.227497267339
Belgrade,Bombay,5569.337071674333
Belgrade,Bordeaux,1632.0267621080839
Belgrade,Bremen,1316.6369837536392
Belgrade,Brisbane,15488.021993849246
Belgrade,Bristol,1840.4334931145668
Belgrade,Brussels,1377.1881057984615
Belgrade,Bucharest,507.9114575449103
Belgrade,Budapest,315.6586551548458
Belgrade,Buenos Aires,11810.468386359951
Belgrade,Cairo,1857.3241342047481
Belgrade,Calcutta,6567.193514849646
Belgrade,Canton,8403.020178808969
Belgrade,Cape Town,8686.31247130064
Belgrade,Caracas,9015.743758852235
Belgrade,Cayenne,8277.36957993355
Belgrade,Chihuahua,10283.667451095402
Belgrade,Chongqing,7471.777702479802
Belgrade,Copenhagen,1336.0913481134494
Belgrade,Crdoba,11984.612294514349
Belgrade,Dakar,4873.982291506517
Belgrade,Darwin,12561.012294619164
Belgrade,Djibouti,4297.9004161707235
Belgrade,Dublin,2147.2927791151956
Belgrade,Durban,8301.590554845601
Belgrade,Edinburgh,2058.2566449710557
Belgrade,Frankfurt,1124.7386374459518
Belgrade,Georgetown,8594.581347682886
Belgrade,Glasgow,2115.3123095031374
Belgrade,Guatemala City,10452.940592521381
Belgrade,Guayaquil,10957.058166544108
Belgrade,Hamburg,1225.207791079292
Belgrade,Hammerfest,2881.387131713643
Belgrade,Havana,9107.836739975597
Belgrade,Helsinki,1760.8600374247108
Belgrade,Hobart,15806.813210492714
Belgrade,Hong Kong,8588.630212462667
Belgrade,Iquique,11639.974982751428
Belgrade,Irkutsk,5899.627334998481
Belgrade,Jakarta,10187.643521788132
Belgrade,Johannesburg,7900.1548735610595
Belgrade,Kingston,9171.4914895549
Belgrade,Kinshasa,5441.2041810240125
Belgrade,Kuala Lumpur,9008.965445965996
Belgrade,La Paz,11157.63469457047
Belgrade,Leeds,1853.4555763253113
Belgrade,Lima,11535.940187583788
Belgrade,Lisbon,2591.1355600047978
Belgrade,Liverpool,1949.7583333099576
Belgrade,London,1718.3862209620256
Belgrade,Lyons,1246.8518414824184
Belgrade,Madrid,1999.2643066180458
Belgrade,Manchester,1899.0296866903684
Belgrade,Manila,9686.401676475472
Belgrade,Marseilles,1219.7064279386307
Belgrade,Mazatln,10747.62704019622
Belgrade,Mecca,3123.9995307551612
Belgrade,Melbourne,15368.517746298148
Belgrade,Mexico City,10684.114151984691
Belgrade,Milan,887.2844486760654
Belgrade,Montevideo,11683.763218196742
Belgrade,Moscow,1712.632937621452
Belgrade,Munich,833.1183093861616
Belgrade,Nagasaki,8868.760499346954
Belgrade,Nagoya,9030.79572059542
Belgrade,Nairobi,5339.019499932076
Belgrade,Nanjing (Nanking),8144.882781479024
Belgrade,Naples,674.8285100320671
Belgrade,New Delhi,5275.202279929612
Belgrade,Newcastle-on-Tyne,1911.2370739843057
Belgrade,Odessa,816.4591418141728
Belgrade,Osaka,9072.7591292567
Belgrade,Oslo,1801.2724486785537
Belgrade,Panama City,10096.440633872016
Belgrade,Paramaribo,8435.417061928327
Belgrade,Paris,1451.558445744337
Belgrade,Perth,12788.081584191084
Belgrade,Plymouth,1963.9676974758145
Belgrade,Port Moresby,13653.028185233125
Belgrade,Prague,805.4557020526536
Belgrade,Rangoon,7607.395710221165
Belgrade,Reykjavk,3392.443080248056
Belgrade,Rio de Janeiro,9849.561052378038
Belgrade,Rome,733.216721420279
Belgrade,Salvador,8660.875003652653
Belgrade,Santiago,12583.008106784713
Belgrade,St. Petersburg,1799.2838171451906
Belgrade,So Paulo,10123.565104773934
Belgrade,Shanghai,8426.032298091823
Belgrade,Singapore,9385.221658145776
Belgrade,Sofia,331.12418602346474
Belgrade,Stockholm,1635.2290901493193
Belgrade,Sydney,15685.849771843312
Belgrade,Tananarive,7527.003639005542
Belgrade,Teheran,2817.5074704910694
Belgrade,Tokyo,9223.22174831826
Belgrade,Tripoli,1467.9075640678955
Belgrade,Venice,644.8639928581351
Belgrade,Veracruz,10459.420838189646
Belgrade,Vienna,511.95135488978906
Belgrade,Vladivostok,8157.155051839131
Belgrade,Warsaw,849.0512097179802
Belgrade,Wellington,17889.82439619055
Belgrade,Zrich,975.9934938246262
Berlin,Aberdeen,1197.3304625445303
Berlin,Adelaide,15304.790318490768
Berlin,Algiers,1932.5757219511493
Berlin,Amsterdam,593.3783474995021
Berlin,Ankara,2047.2993376502163
Berlin,Asuncin,10988.622210400988
Berlin,Athens,1818.8419348702403
Berlin,Auckland,17730.652268225294
Berlin,Bangkok,8632.026138767647
Berlin,Barcelona,1458.9659415897643
Berlin,Beijing,7403.783842065911
Berlin,Belm,8244.028049832039
Berlin,Belfast,1266.3962150769828
Berlin,Belgrade,1009.5261055624042
Berlin,Berlin,0.0
Berlin,Birmingham,1005.5247826344349
Berlin,Bogot,9453.854643444954
Berlin,Bombay,6273.25593058364
Berlin,Bordeaux,1321.1438410062417
Berlin,Bremen,346.0533896528176
Berlin,Brisbane,15737.116643409305
Berlin,Bristol,1077.1486050918575
Berlin,Brussels,656.5165060574923
Berlin,Bucharest,1335.2272309207112
Berlin,Budapest,714.0478903603932
Berlin,Buenos Aires,11859.13074505542
Berlin,Cairo,2863.0484726432583
Berlin,Calcutta,7055.695930517491
Berlin,Canton,8585.571153466162
Berlin,Cape Town,9561.324256979544
Berlin,Caracas,8459.328047605302
Berlin,Cayenne,7965.48390522409
Berlin,Chihuahua,9314.927998988609
Berlin,Chongqing,7660.745723612787
Berlin,Copenhagen,349.93576619008275
Berlin,Crdoba,11928.223068351308
Berlin,Dakar,5006.597556391222
Berlin,Darwin,12928.227204240182
Berlin,Djibouti,5296.2272855454385
Berlin,Dublin,1305.9320065259117
Berlin,Durban,9256.307524911472
Berlin,Edinburgh,1127.0870062104273
Berlin,Frankfurt,379.34591528396317
Berlin,Georgetown,8184.129756243396
Berlin,Glasgow,1190.9118874287499
Berlin,Guatemala City,9644.206687071304
Berlin,Guayaquil,10386.609079919273
Berlin,Hamburg,234.8481246412015
Berlin,Hammerfest,2075.7625491442063
Berlin,Havana,8295.729518974376
Berlin,Helsinki,1128.6095322938677
Berlin,Hobart,16455.47404059373
Berlin,Hong Kong,8777.606420102828
Berlin,Iquique,11368.078144179479
Berlin,Irkutsk,5750.13286702384
Berlin,Jakarta,10771.897635255937
Berlin,Johannesburg,8846.548097776109
Berlin,Kingston,8454.558226683064
Berlin,Kinshasa,6284.878103639496
Berlin,Kuala Lumpur,9551.922980799127
Berlin,La Paz,10871.095319989587
Berlin,Leeds,983.3723675132087
Berlin,Lima,11094.225556374866
Berlin,Lisbon,2358.218069795004
Berlin,Liverpool,1096.1303930207216
Berlin,London,950.3906197155196
Berlin,Lyons,993.6886326609374
Berlin,Madrid,1844.9225638431487
Berlin,Manchester,1039.5459484222717
Berlin,Manila,9884.975386029435
Berlin,Marseilles,1176.0596660163394
Berlin,Mazatln,9795.647857046106
Berlin,Mecca,4116.558332097609
Berlin,Melbourne,15940.151292916245
Berlin,Mexico City,9781.948340996923
Berlin,Milan,838.659469002798
Berlin,Montevideo,11758.500629928067
Berlin,Moscow,1610.6281793115434
Berlin,Munich,411.7751311368545
Berlin,Nagasaki,8752.385090114192
Berlin,Nagoya,8798.975108755141
Berlin,Nairobi,6342.9751052788915
Berlin,Nanjing (Nanking),8158.405312298079
Berlin,Naples,1314.2986419034478
Berlin,New Delhi,5807.559566002522
Berlin,Newcastle-on-Tyne,999.2630365945719
Berlin,Odessa,1413.7189789150714
Berlin,Osaka,8869.644225001528
Berlin,Oslo,827.4468899194469
Berlin,Panama City,9430.393923850484
Berlin,Paramaribo,8073.898278978611
Berlin,Paris,890.07826570634
Berlin,Perth,13532.868643005875
Berlin,Plymouth,1252.6469078312182
Berlin,Port Moresby,13726.749027301934
Berlin,Prague,212.12134360077653
Berlin,Rangoon,8077.457226082825
Berlin,Reykjavk,2390.9448046157054
Berlin,Rio de Janeiro,9952.941913713665
Berlin,Rome,1199.1163453430754
Berlin,Salvador,8731.656788806771
Berlin,Santiago,12481.556699889337
Berlin,St. Petersburg,1322.1926143350229
Berlin,So Paulo,10192.714395945532
Berlin,Shanghai,8422.578580636895
Berlin,Singapore,9930.762664042242
Berlin,Sofia,1329.5557701538523
Berlin,Stockholm,826.4390760357783
Berlin,Sydney,16112.459821519717
Berlin,Tananarive,8536.447678744466
Berlin,Teheran,3531.1059689418685
Berlin,Tokyo,8961.157177329318
Berlin,Tripoli,2194.58965179011
Berlin,Venice,786.807463158063
Berlin,Veracruz,9580.595410010055
Berlin,Vienna,508.01201532519127
Berlin,Vladivostok,7895.390847826645
Berlin,Warsaw,528.1544800005776
Berlin,Wellington,18138.755382100717
Berlin,Zrich,667.8930515250701
Birmingham,Aberdeen,634.2671915995339
Birmingham,Adelaide,16298.589250016053
Birmingham,Algiers,1787.9228602713792
Birmingham,Amsterdam,414.0606150377628
Birmingham,Ankara,2955.664184097921
Birmingham,Asuncin,10169.648113685804
Birmingham,Athens,2533.5566695848224
Birmingham,Auckland,18243.768377817243
Birmingham,Bangkok,9617.598186685216
Birmingham,Barcelona,1271.19717990617
Birmingham,Beijing,8180.085164612045
Birmingham,Belm,7375.627051047501
Birmingham,Belfast,355.74617459100534
Birmingham,Belgrade,1820.02020726155
Birmingham,Berlin,1005.5247826344349
Birmingham,Birmingham,0.0
Birmingham,Bogot,8452.17980131054
Birmingham,Bombay,7271.575294754186
Birmingham,Bordeaux,866.8505068916172
Birmingham,Bremen,687.5915704080452
Birmingham,Brisbane,16571.451774358487
Birmingham,Bristol,121.13321893032406
Birmingham,Brussels,444.1894170448616
Birmingham,Bucharest,2255.2847216446594
Birmingham,Budapest,1602.1944625133044
Birmingham,Buenos Aires,11089.159712027571
Birmingham,Cairo,3623.2033677545987
Birmingham,Calcutta,8051.380009756307
Birmingham,Canton,9477.49625981631
Birmingham,Cape Town,9735.511745433292
Birmingham,Caracas,7461.082804988046
Birmingham,Cayenne,7042.748582816518
Birmingham,Chihuahua,8487.492051269632
Birmingham,Chongqing,8563.568992612525
Birmingham,Copenhagen,974.8548248004367
Birmingham,Crdoba,11095.172357428775
Birmingham,Dakar,4435.6114989745
Birmingham,Darwin,13867.550062306218
Birmingham,Djibouti,6063.195773533067
Birmingham,Dublin,327.3310388204537
Birmingham,Durban,9617.624816334443
Birmingham,Edinburgh,380.8297134431096
Birmingham,Frankfurt,710.6091918329028
Birmingham,Georgetown,7222.305051450092
Birmingham,Glasgow,399.6173403004048
Birmingham,Guatemala City,8668.381873107513
Birmingham,Guayaquil,9384.3367328401
Birmingham,Hamburg,798.4986061982646
Birmingham,Hammerfest,2377.8237570498964
Birmingham,Havana,7319.817157592338
Birmingham,Helsinki,1843.6629066527873
Birmingham,Hobart,17456.589465965495
Birmingham,Hong Kong,9670.851297538538
Birmingham,Iquique,10438.619787756508
Birmingham,Irkutsk,6495.80428767766
Birmingham,Jakarta,11774.483580853306
Birmingham,Johannesburg,9191.505248923768
Birmingham,Kingston,7453.416353960021
Birmingham,Kinshasa,6472.187701061378
Birmingham,Kuala Lumpur,10551.140881662099
Birmingham,La Paz,9939.168556666427
Birmingham,Leeds,134.52780573755862
Birmingham,Lima,10112.495835220781
Birmingham,Lisbon,1666.388444923613
Birmingham,Liverpool,147.98871613470303
Birmingham,London,126.1734223550315
Birmingham,Lyons,875.7470738407762
Birmingham,Madrid,1341.2571968534862
Birmingham,Manchester,123.57139527546151
Birmingham,Manila,10773.365575707085
Birmingham,Marseilles,1125.0623474783254
Birmingham,Mazatln,8937.549741274755
Birmingham,Mecca,4910.015929014605
Birmingham,Melbourne,16927.491909373155
Birmingham,Mexico City,8864.51554755423
Birmingham,Milan,1099.0406162450695
Birmingham,Montevideo,11006.796513604533
Birmingham,Moscow,2543.5171733247807
Birmingham,Munich,987.8837452023976
Birmingham,Nagasaki,9468.551039372484
Birmingham,Nagoya,9428.073278511858
Birmingham,Nairobi,6932.71533006333
Birmingham,Nanjing (Nanking),8966.329733166305
Birmingham,Naples,1770.0445276507817
Birmingham,New Delhi,6810.4597285997515
Birmingham,Newcastle-on-Tyne,259.4398445802767
Birmingham,Odessa,2396.35839522475
Birmingham,Osaka,9520.04691863236
Birmingham,Oslo,1101.2329842028894
Birmingham,Panama City,8425.341585431901
Birmingham,Paramaribo,7130.154168089259
Birmingham,Paris,496.4734399135672
Birmingham,Perth,14531.291610304404
Birmingham,Plymouth,302.72196660739945
Birmingham,Port Moresby,14494.482432925799
Birmingham,Prague,1112.5064092188675
Birmingham,Rangoon,9067.608750497333
Birmingham,Reykjavk,1771.8525728264392
Birmingham,Rio de Janeiro,9247.467639436029
Birmingham,Rome,1582.8528011248204
Birmingham,Salvador,8021.7611683896785
Birmingham,Santiago,11618.547190702411
Birmingham,St. Petersburg,2113.480275921991
Birmingham,So Paulo,9459.692280045574
Birmingham,Shanghai,9217.033745268698
Birmingham,Singapore,10929.81260915596
Birmingham,Sofia,2148.0848667715586
Birmingham,Stockholm,1454.367950141646
Birmingham,Sydney,17039.984684205854
Birmingham,Tananarive,9173.915538090101
Birmingham,Teheran,4521.18623591825
Birmingham,Tokyo,9562.87910370138
Birmingham,Tripoli,2487.818814849657
Birmingham,Venice,1269.7422156866194
Birmingham,Veracruz,8643.833662077795
Birmingham,Vienna,1339.8841465694986
Birmingham,Vladivostok,8516.79937735955
Birmingham,Warsaw,1531.3107938375924
Birmingham,Wellington,18752.615362179848
Birmingham,Zrich,902.4562713065573
Bogot,Aberdeen,8504.541151121733
Bogot,Adelaide,15275.601195509094
Bogot,Algiers,8576.962067628778
Bogot,Amsterdam,8860.84266854102
Bogot,Ankara,11118.665332673954
Bogot,Asuncin,3744.284543721595
Bogot,Athens,10382.459949040705
Bogot,Auckland,12202.804908851564
Bogot,Bangkok,17951.987974873555
Bogot,Barcelona,8612.036564692078
Bogot,Beijing,15026.63312056934
Bogot,Belm,2940.942640437028
Bogot,Belfast,8246.668960220213
Bogot,Belgrade,10027.227497267339
Bogot,Berlin,9453.854643444954
Bogot,Birmingham,8452.17980131054
Bogot,Bogot,0.0
Bogot,Bombay,15540.78667247184
Bogot,Bordeaux,8395.445860132668
Bogot,Bremen,9137.826079979808
Bogot,Brisbane,14338.454231368916
Bogot,Bristol,8376.73924379067
Bogot,Brussels,8818.689095748017
Bogot,Bucharest,10533.156044145597
Bogot,Budapest,9932.238985006927
Bogot,Buenos Aires,4614.2403722144245
Bogot,Cairo,11231.495551111902
Bogot,Calcutta,16491.16626871816
Bogot,Canton,16805.750152335186
Bogot,Cape Town,10495.474111443285
Bogot,Caracas,1013.3416979643366
Bogot,Cayenne,2436.4839215503252
Bogot,Chihuahua,4339.301237408587
Bogot,Chongqing,16263.66230559179
Bogot,Copenhagen,9393.640809914972
Bogot,Crdoba,4100.774613523314
Bogot,Dakar,6325.195816766638
Bogot,Darwin,17169.05227452261
Bogot,Djibouti,12885.815684763542
Bogot,Dublin,8174.981682205763
Bogot,Durban,11667.14021163323
Bogot,Edinburgh,8431.290466233335
Bogot,Frankfurt,9115.054242378226
Bogot,Georgetown,1787.4379110099262
Bogot,Glasgow,8365.768850026025
Bogot,Guatemala City,2094.2876819068524
Bogot,Guayaquil,933.5546608686409
Bogot,Hamburg,9250.192405921533
Bogot,Hammerfest,9838.10900181162
Bogot,Havana,2333.685708722042
Bogot,Helsinki,10098.275646481761
Bogot,Hobart,14133.336229705521
Bogot,Hong Kong,16937.665988034812
Bogot,Iquique,2742.276452688143
Bogot,Irkutsk,13721.60736289871
Bogot,Jakarta,19805.13864669284
Bogot,Johannesburg,11474.716879776432
Bogot,Kingston,1497.86756634941
Bogot,Kinshasa,9970.457154236701
Bogot,Kuala Lumpur,18992.713300798325
Bogot,La Paz,2381.3161013157396
Bogot,Leeds,8494.834331866015
Bogot,Lima,1846.3469365874867
Bogot,Lisbon,7484.103611749302
Bogot,Liverpool,8379.806863341873
Bogot,London,8503.902093374714
Bogot,Lyons,8783.636537743343
Bogot,Madrid,8070.148905419808
Bogot,Manchester,8436.220581275093
Bogot,Manila,17385.364025220548
Bogot,Marseilles,8818.999117907457
Bogot,Mazatln,4032.032786281819
Bogot,Mecca,12252.90206724283
Bogot,Melbourne,14631.757879081533
Bogot,Mexico City,3231.9514488956356
Bogot,Milan,9141.27291932517
Bogot,Montevideo,4717.022354917642
Bogot,Moscow,10940.047849837876
Bogot,Munich,9319.707351755635
Bogot,Nagasaki,15222.775988109823
Bogot,Nagoya,14539.093888803734
Bogot,Nairobi,12316.924819406582
Bogot,Nanjing (Nanking),15733.340884855752
Bogot,Naples,9555.168511081421
Bogot,New Delhi,15261.023264321997
Bogot,Newcastle-on-Tyne,8515.44947554307
Bogot,Odessa,10775.163272940068
Bogot,Osaka,14729.99572297671
Bogot,Oslo,9290.644506128361
Bogot,Panama City,742.2151314851856
Bogot,Paramaribo,2109.332703106186
Bogot,Paris,8646.747137764947
Bogot,Perth,16826.417399828726
Bogot,Plymouth,8204.387900501904
Bogot,Port Moresby,15358.630704455396
Bogot,Prague,9527.638372161575
Bogot,Rangoon,17464.764194321808
Bogot,Reykjavk,7868.744307360222
Bogot,Rio de Janeiro,4507.717128902882
Bogot,Rome,9394.36611202564
Bogot,Salvador,4387.524031043911
Bogot,Santiago,4200.357545462134
Bogot,St. Petersburg,10393.904790251538
Bogot,So Paulo,4309.331675711699
Bogot,Shanghai,15754.832016386772
Bogot,Singapore,19362.44688546835
Bogot,Sofia,10287.419149314794
Bogot,Stockholm,9737.60155277718
Bogot,Sydney,14314.461243082858
Bogot,Tananarive,13478.694587372996
Bogot,Teheran,12837.607454495927
Bogot,Tokyo,14381.951994336243
Bogot,Tripoli,9496.619438317139
Bogot,Venice,9383.918931885846
Bogot,Veracruz,2894.677065623459
Bogot,Vienna,9678.903706402443
Bogot,Vladivostok,14128.417918429333
Bogot,Warsaw,9981.770069860304
Bogot,Wellington,12108.282067652286
Bogot,Zrich,9088.718127074344
Bombay,Aberdeen,7369.878108062249
Bombay,Adelaide,9156.690881970415
Bombay,Algiers,6963.82562454118
Bombay,Amsterdam,6857.872487051331
Bombay,Ankara,4445.958189312695
Bombay,Asuncin,14838.510292441195
Bombay,Athens,5160.689645414518
Bombay,Auckland,12298.620655385586
Bombay,Bangkok,3030.9078842629256
Bombay,Barcelona,6945.18963196506
Bombay,Beijing,4760.196580083407
Bombay,Belm,13280.614784442992
Bombay,Belfast,7535.025073825132
Bombay,Belgrade,5569.337071674333
Bombay,Berlin,6273.25593058364
Bombay,Birmingham,7271.575294754186
Bombay,Bogot,15540.78667247184
Bombay,Bombay,0.0
Bombay,Bordeaux,7193.952480286043
Bombay,Bremen,6612.20450677878
Bombay,Brisbane,10153.832893783621
Bombay,Bristol,7326.8967327716
Bombay,Brussels,6863.816823026618
Bombay,Bucharest,5073.3449666114
Bombay,Budapest,5705.337354599177
Bombay,Buenos Aires,14887.874395072813
Bombay,Cairo,4329.575993869978
Bombay,Calcutta,1680.733319225496
Bombay,Canton,4231.692991325746
Bombay,Cape Town,8199.764963736381
Bombay,Caracas,14530.448597479115
Bombay,Cayenne,13425.746419985566
Bombay,Chihuahua,14751.270960367623
Bombay,Chongqing,3610.621792461186
Bombay,Copenhagen,6410.787875051138
Bombay,Crdoba,15473.27241692087
Bombay,Dakar,9469.594245450015
Bombay,Darwin,7248.834576931613
Bombay,Djibouti,3242.764838933209
Bombay,Dublin,7579.113600857006
Bombay,Durban,7026.031281957701
Bombay,Edinburgh,7376.491950482005
Bombay,Frankfurt,6571.696349279313
Bombay,Georgetown,13916.561489491945
Bombay,Glasgow,7442.582723848065
Bombay,Guatemala City,15858.352207954234
Bombay,Guayaquil,16443.706093219953
Bombay,Hamburg,6497.282821182717
Bombay,Hammerfest,6566.283510370619
Bombay,Havana,14526.959408849087
Bombay,Helsinki,5903.430137522077
Bombay,Hobart,10241.834755841754
Bombay,Hong Kong,4335.878826234415
Bombay,Iquique,16167.846795861607
Bombay,Irkutsk,4611.390552274085
Bombay,Jakarta,4659.597394019402
Bombay,Johannesburg,6917.448697927012
Bombay,Kingston,14723.719619230686
Bombay,Kinshasa,6779.410040817756
Bombay,Kuala Lumpur,3569.4660920538186
Bombay,La Paz,15852.735280631981
Bombay,Leeds,7256.59464024094
Bombay,Lima,16684.70793434652
Bombay,Lisbon,8064.8194335685275
Bombay,Liverpool,7369.297098824547
Bombay,London,7198.245893102845
Bombay,Lyons,6814.869901681859
Bombay,Madrid,7483.877419012093
Bombay,Manchester,7312.766369042567
Bombay,Manila,5135.171519229751
Bombay,Marseilles,6753.892201039026
Bombay,Mazatln,15334.339986243338
Bombay,Mecca,3452.417103882833
Bombay,Melbourne,9802.939060335346
Bombay,Mexico City,15680.997827870902
Bombay,Milan,6454.846394582477
Bombay,Montevideo,14692.376465774545
Bombay,Moscow,5008.513384520603
Bombay,Munich,6332.289138508963
Bombay,Nagasaki,5844.113270071628
Bombay,Nagoya,6483.60725089896
Bombay,Nairobi,4525.096790349213
Bombay,Nanjing (Nanking),4808.144241942592
Bombay,Naples,5997.453335482523
Bombay,New Delhi,1142.0210805394984
Bombay,Newcastle-on-Tyne,7264.2072777659905
Bombay,Odessa,4879.076689138527
Bombay,Osaka,6373.26201856468
Bombay,Oslo,6636.168767367047
Bombay,Panama City,15665.669590953343
Bombay,Paramaribo,13674.626587277398
Bombay,Paris,6998.48998621739
Bombay,Perth,7260.029153845187
Bombay,Plymouth,7481.513599781549
Bombay,Port Moresby,8830.262966473725
Bombay,Prague,6161.219535487584
Bombay,Rangoon,2505.157790539309
Bombay,Reykjavk,8303.51964332951
Bombay,Rio de Janeiro,13363.870599251999
Bombay,Rome,6164.7442905330745
Bombay,Salvador,12617.788865151082
Bombay,Santiago,16020.720588284188
Bombay,St. Petersburg,5626.006629466262
Bombay,So Paulo,13699.407468552157
Bombay,Shanghai,5056.100677001703
Bombay,Singapore,3925.845373547628
Bombay,Sofia,5288.288952902152
Bombay,Stockholm,6198.375400548017
Bombay,Sydney,10176.687992515812
Bombay,Tananarive,4994.139985873074
Bombay,Teheran,2758.711223946011
Bombay,Tokyo,6746.328196353328
Bombay,Tripoli,6056.9077003118055
Bombay,Venice,6213.398446732373
Bombay,Veracruz,15604.01653482438
Bombay,Vienna,5967.278103342846
Bombay,Vladivostok,6124.924435666956
Bombay,Warsaw,5761.431849740789
Bombay,Wellington,12372.549785306182
Bombay,Zrich,6534.771085720786
